C4B0890D-F795-5936-5F56-28B4BC3AA9C8_time (s),C4B0890D-F795-5936-5F56-28B4BC3AA9C8_raw_resistance
7.996,334.5952453613281
7.996,257.31011962890625
8.016,298.9064636230469
8.022,314.51129150390625
8.059,105.63809204101562
8.059,108.0999984741211
8.069,95.67359161376953
8.069,93.58772277832031
8.084,100.03669738769531
8.085,97.8222885131836
8.1,88.82203674316406
8.101,89.98290252685547
8.116,86.55833435058594
8.117,86.55833435058594
8.131,82.94864654541016
8.131,81.21600341796875
8.151,80.875
8.157,80.875
8.174,79.52894592285156
8.175,76.6015396118164
8.19,78.2109375
8.191,77.88571166992188
8.206,74.41666412353516
8.207,71.42610931396484
8.221,71.71852111816406
8.221,72.90274047851562
8.241,71.71852111816406
8.241,68.85783386230469
8.263,66.93601989746094
8.264,67.47856903076172
8.279,67.47856903076172
8.28,64.29861450195312
8.295,64.29861450195312
8.296,63.78571319580078
8.311,63.02517318725586
8.312,61.04719161987305
8.323,59.8466682434082
8.324,49.9375
8.339,50.329959869384766
8.34,49.9375
8.355,50.13333511352539
8.356,49.1619987487793
8.371,48.77888488769531
8.372,46.54280090332031
8.386,46.54280090332031
8.386,44.93307876586914
8.406,44.58285903930664
8.413,43.3778190612793
8.43,43.3778190612793
8.431,42.36988830566406
8.446,42.20408248901367
8.447,41.710330963134766
8.458,41.710330963134766
8.459,42.536312103271484
8.478,42.36988830566406
8.478,41.22201919555664
8.488,41.38418960571289
8.489,40.5792350769043
8.508,40.739051818847656
8.508,40.739051818847656
8.518,40.739051818847656
8.519,41.06044006347656
8.538,40.899452209472656
8.538,41.06044006347656
8.568,40.899452209472656
8.568,40.739051818847656
8.578,40.739051818847656
8.578,40.739051818847656
8.598,40.739051818847656
8.598,40.5792350769043
8.608,40.5792350769043
8.608,40.739051818847656
8.64,40.739051818847656
8.641,40.41999816894531
8.656,40.41999816894531
8.657,40.41999816894531
8.671,40.5792350769043
8.671,40.26134490966797
8.691,40.26134490966797
8.698,40.41999816894531
8.715,40.899452209472656
8.716,40.5792350769043
8.731,40.739051818847656
8.732,43.718868255615234
8.743,44.235294342041016
8.744,46.72514724731445
8.759,46.0
8.76,46.0
8.775,46.180233001708984
8.776,46.908203125
8.791,46.180233001708984
8.792,48.20989990234375
8.803,48.588470458984375
8.804,48.588470458984375
8.819,48.588470458984375
8.82,48.77888488769531
8.835,48.97005844116211
8.836,49.1619987487793
8.866,49.1619987487793
8.866,49.9375
8.885,50.329959869384766
8.885,52.54658508300781
8.915,52.13608169555664
8.915,54.22315979003906
8.923,54.01050567626953
8.924,61.78054428100586
8.939,62.275001525878906
8.94,69.41888427734375
8.955,70.55745697021484
8.956,79.19685363769531
8.971,78.86649322509766
8.972,90.37428283691406
8.986,91.56195831298828
8.986,103.25312805175781
9.006,104.19811248779297
9.012,106.61341857910156
9.033,110.64262390136719
9.033,118.226806640625
9.043,125.33333587646484
9.043,142.29527282714844
9.063,141.55294799804688
9.063,273.5400085449219
9.073,265.21429443359375
9.073,269.3223571777344
9.093,269.3223571777344
9.093,306.5367736816406
9.103,303.9562072753906
9.103,296.4356994628906
9.123,289.23077392578125
9.123,269.3223571777344
9.133,265.21429443359375
9.133,267.2549133300781
9.165,265.21429443359375
9.166,247.9754638671875
9.181,246.1768341064453
9.182,191.02474975585938
9.193,203.421875
9.194,124.10675811767578
9.213,122.2992935180664
9.213,94.83185577392578
9.223,95.67359161376953
9.223,91.1637954711914
9.243,94.83185577392578
9.243,91.9624252319336
9.253,90.37428283691406
9.253,88.43943786621094
9.273,89.20680236816406
9.273,85.82044219970703
9.283,88.05899047851562
9.283,85.45454406738281
9.303,85.09066009521484
9.303,81.90348815917969
9.313,81.21600341796875
9.313,81.55882263183594
9.333,80.53581237792969
9.333,81.21600341796875
9.343,81.21600341796875
9.343,73.80653381347656
9.363,74.11083221435547
9.363,71.1351318359375
9.373,72.01237487792969
9.373,66.93601989746094
9.393,67.47856903076172
9.393,66.66666412353516
9.403,67.20664978027344
9.403,65.33878326416016
9.423,64.55684661865234
9.423,63.78571319580078
9.433,63.531036376953125
9.433,54.01050567626953
9.464,53.587867736816406
9.465,53.377872467041016
9.48,53.377872467041016
9.481,54.86652374267578
9.496,54.651161193847656
9.497,49.9375
9.523,49.9375
9.524,47.46168899536133
9.543,47.46168899536133
9.543,46.72514724731445
9.553,46.908203125
9.57,45.820465087890625
9.571,46.0
9.586,45.109195709228516
9.587,45.285987854003906
9.601,43.890357971191406
9.601,43.890357971191406
9.621,43.208255767822266
9.631,43.718868255615234
9.647,43.03932571411133
9.647,43.03932571411133
9.657,43.208255767822266
9.675,43.3778190612793
9.703,42.7033576965332
9.719,42.7033576965332
9.735,42.36988830566406
9.763,42.536312103271484
9.779,42.03888702392578
9.795,42.03888702392578
9.811,42.36988830566406
9.823,42.536312103271484
9.839,42.03888702392578
9.872,42.20408248901367
9.883,42.03888702392578
9.903,42.20408248901367
9.913,41.874305725097656
9.928,42.20408248901367
9.944,42.03888702392578
9.96,42.03888702392578
9.976,41.874305725097656
9.988,42.536312103271484
10.008,43.03932571411133
10.018,46.0
10.038,54.436710357666016
10.068,54.436710357666016
10.078,56.84665298461914
10.098,62.0272102355957
10.108,67.47856903076172
10.14,69.41888427734375
10.156,74.72405242919922
10.168,88.43943786621094
10.184,97.8222885131836
10.2,131.73977661132812
10.216,109.10713958740234
10.228,117.0989761352539
10.248,303.9562072753906
10.258,306.5367736816406
10.278,340.75
10.288,577.4285888671875
10.303,294.0
10.323,325.7209167480469
10.333,277.8716125488281
10.365,320.0305480957031
10.381,151.68182373046875
10.393,95.67359161376953
10.413,88.43943786621094
10.423,87.68067169189453
10.443,84.36885070800781
10.453,83.65489196777344
10.473,80.19841003417969
10.483,80.875
10.503,79.19685363769531
10.513,79.52894592285156
10.533,73.80653381347656
10.543,73.5037612915039
10.561,71.1351318359375
10.581,67.75179290771484
10.581,66.3985824584961
10.604,65.33878326416016
10.62,62.0272102355957
10.636,52.96049880981445
10.666,50.13333511352539
10.678,48.39881134033203
10.694,47.091976165771484
10.71,46.36116409301758
10.726,46.0
10.738,44.93307876586914
10.758,44.0625
10.768,44.58285903930664
10.788,44.0625
10.798,43.208255767822266
10.818,43.03932571411133
10.828,42.536312103271484
10.848,42.7033576965332
10.858,42.7033576965332
10.878,43.03932571411133
10.888,43.208255767822266
10.908,42.536312103271484
10.918,42.7033576965332
10.933,42.871028900146484
10.969,44.235294342041016
10.979,43.890357971191406
10.999,44.0625
11.009,44.40874481201172
11.029,44.58285903930664
11.038,44.58285903930664
11.058,44.757633209228516
11.068,44.0625
11.084,44.93307876586914
11.1,46.180233001708984
11.12,46.180233001708984
11.13,51.932098388671875
11.15,54.01050567626953
11.16,53.16875076293945
11.179,59.13907241821289
11.189,59.13907241821289
11.225,58.67252731323242
11.235,57.75163269042969
11.265,63.78571319580078
11.281,63.531036376953125
11.296,69.13768005371094
11.316,69.70145416259766
11.316,79.19685363769531
11.342,79.52894592285156
11.352,102.31987762451172
11.359,100.03669738769531
11.37,106.12420654296875
11.371,108.60194396972656
11.386,109.61563873291016
11.387,108.60194396972656
11.416,119.94791412353516
11.417,117.0989761352539
11.428,137.9269256591797
11.429,140.08560180664062
11.444,275.6912841796875
11.445,267.2549133300781
11.476,289.23077392578125
11.477,301.4130554199219
11.488,328.6328125
11.489,317.25
11.505,325.7209167480469
11.506,320.0305480957031
11.521,331.5905456542969
11.522,328.6328125
11.533,296.4356994628906
11.534,301.4130554199219
11.565,294.0
11.566,280.0816345214844
11.585,242.6445770263672
11.585,240.91018676757812
11.615,309.1555480957031
11.615,301.4130554199219
11.625,200.8402099609375
11.625,187.5414581298828
11.645,104.67507934570312
11.645,102.78504943847656
11.655,93.17784118652344
11.655,91.56195831298828
11.675,91.56195831298828
11.675,94.41470336914062
11.685,92.36521911621094
11.685,94.41470336914062
11.705,80.53581237792969
11.705,80.19841003417969
11.715,83.30081176757812
11.715,84.01090240478516
11.746,78.2109375
11.746,77.56217956542969
11.766,75.34351348876953
11.775,76.6015396118164
11.79,71.71852111816406
11.791,70.84558868408203
11.807,65.33878326416016
11.808,66.13176727294922
11.818,80.53581237792969
11.819,83.30081176757812
11.834,64.29861450195312
11.835,64.55684661865234
11.866,67.75179290771484
11.867,67.75179290771484
11.88,66.93601989746094
11.881,67.47856903076172
11.896,64.55684661865234
11.897,63.78571319580078
11.908,63.02517318725586
11.909,63.02517318725586
11.924,58.9052848815918
11.925,58.21006393432617
11.944,49.1619987487793
11.944,49.54819107055664
11.954,49.35470962524414
11.954,49.54819107055664
11.974,49.54819107055664
11.974,49.1619987487793
11.984,45.64161682128906
11.984,45.820465087890625
12.004,44.757633209228516
12.004,44.757633209228516
12.014,43.208255767822266
12.014,43.3778190612793
12.034,41.874305725097656
12.034,41.54696273803711
12.044,41.22201919555664
12.044,40.899452209472656
12.064,41.710330963134766
12.064,41.874305725097656
12.074,41.38418960571289
12.074,41.54696273803711
12.09,40.899452209472656
12.091,40.739051818847656
12.106,40.739051818847656
12.107,40.41999816894531
12.12,40.41999816894531
12.121,40.26134490966797
12.136,40.5792350769043
12.137,40.41999816894531
12.171,40.41999816894531
12.181,40.739051818847656
