C4B0890D-F795-5936-5F56-28B4BC3AA9C8_time (s),C4B0890D-F795-5936-5F56-28B4BC3AA9C8_raw_resistance
10.035,88.82203674316406
10.035,96.09821319580078
10.065,96.95509338378906
10.065,102.78504943847656
10.075,107.10576629638672
10.075,115.4358139038086
10.123,121.11538696289062
10.123,122.2992935180664
10.136,122.89752960205078
10.136,124.10675811767578
10.152,130.42066955566406
10.152,132.40672302246094
10.168,156.73304748535156
10.168,156.73304748535156
10.184,165.74778747558594
10.184,167.64732360839844
10.196,161.14285278320312
10.196,156.73304748535156
10.212,180.87203979492188
10.212,184.15866088867188
10.228,184.15866088867188
10.228,181.95713806152344
10.244,309.1555480957031
10.244,193.40499877929688
10.256,198.31121826171875
10.256,200.8402099609375
10.276,328.6328125
10.276,325.7209167480469
10.285,317.25
10.286,320.0305480957031
10.305,334.5952453613281
10.305,320.0305480957031
10.349,360.4660949707031
10.361,347.1065673828125
10.377,328.6328125
10.421,328.6328125
10.437,337.64801025390625
10.453,340.75
10.469,363.94873046875
10.484,363.94873046875
10.504,374.7631530761719
10.504,371.09564208984375
10.53,374.7631530761719
10.54,374.7631530761719
10.56,328.6328125
10.57,328.6328125
10.59,374.7631530761719
10.6,378.4955749511719
10.62,374.7631530761719
10.63,374.7631530761719
10.65,343.9024353027344
10.66,347.1065673828125
10.68,331.5905456542969
10.722,337.64801025390625
10.738,273.5400085449219
10.758,277.8716125488281
10.766,234.17544555664062
10.785,229.3275909423828
10.795,189.8522186279297
10.814,197.0659942626953
10.826,171.5500030517578
10.842,173.55503845214844
10.858,164.81057739257812
10.874,163.88157653808594
10.886,158.474365234375
10.902,159.35621643066406
10.918,157.60000610351562
10.934,156.73304748535156
10.946,157.60000610351562
10.962,157.60000610351562
10.962,162.04782104492188
10.982,160.24569702148438
10.982,156.73304748535156
11.024,150.86419677734375
11.024,147.659912109375
11.036,146.875
11.036,135.125
11.052,135.81748962402344
11.052,141.55294799804688
11.068,135.125
11.068,127.83999633789062
11.084,127.83999633789062
11.084,126.5776138305664
11.096,119.94791412353516
11.096,110.64262390136719
11.112,109.10713958740234
11.112,111.68316650390625
11.128,106.61341857910156
11.128,106.61341857910156
11.144,105.63809204101562
11.144,101.39814758300781
11.156,96.95509338378906
11.156,93.17784118652344
11.176,91.9624252319336
11.176,81.21600341796875
11.186,78.53785705566406
11.186,78.2109375
11.205,78.86649322509766
11.205,71.1351318359375
11.215,71.71852111816406
11.215,72.60447692871094
