F8B3DD80-DBA7-FE75-3168-01C4AEF8A6D1_time (s),F8B3DD80-DBA7-FE75-3168-01C4AEF8A6D1_raw_resistance
2198011904,1.335e-05
2214789120,1.335e-05
2214789120,1.335e-05
2516779008,1.335e-05
2516779008,1.34e-05
2516779008,1.323e-05
2734882816,1.335e-05
2734882816,1.34e-05
2734882816,1.335e-05
2952986624,1.335e-05
2969763840,1.335e-05
2969763840,1.35e-05
3254976512,1.35e-05
3254976512,1.34e-05
3254976512,1.34e-05
-838598656,1.335e-05
-821821440,1.335e-05
-821821440,1.335e-05
-553385984,1.34e-05
-553385984,1.34e-05
-553385984,1.335e-05
-318504960,1.335e-05
-318504960,1.33e-05
-318504960,1.35e-05
262144,1.335e-05
262144,1.335e-05
262144,1.34e-05
218365952,1.335e-05
218365952,1.335e-05
218365952,1.32e-05
436469760,1.33e-05
436469760,1.335e-05
436469760,1.35e-05
755236864,1.34e-05
755236864,1.35e-05
755236864,1.335e-05
973340672,1.34e-05
973340672,1.335e-05
973340672,1.34e-05
1191444480,1.33e-05
1191444480,1.33e-05
1191444480,1.33e-05
1510211584,1.35e-05
1510211584,1.34e-05
1510211584,1.34e-05
1778647040,1.34e-05
1778647040,1.34e-05
1778647040,1.34e-05
2013528064,1.33e-05
2013528064,1.33e-05
2013528064,1.34e-05
2231631872,1.33e-05
2231631872,1.335e-05
2231631872,1.323e-05
2432958464,1.335e-05
2449735680,1.33e-05
2449735680,1.335e-05
2718171136,1.35e-05
2718171136,1.335e-05
2718171136,1.32e-05
2936274944,1.34e-05
2953052160,1.335e-05
2953052160,1.32e-05
3238264832,1.335e-05
3238264832,1.335e-05
3238264832,1.335e-05
3439591424,1.335e-05
-838533120,1.335e-05
-838533120,1.335e-05
-603652096,1.34e-05
-586874880,1.335e-05
-586874880,1.33e-05
-335216640,1.32e-05
-335216640,1.335e-05
-335216640,1.34e-05
-16449536,1.34e-05
-16449536,1.34e-05
-16449536,1.34e-05
184877056,1.335e-05
184877056,1.335e-05
184877056,1.34e-05
537198592,1.335e-05
537198592,1.34e-05
537198592,1.335e-05
671416320,1.33e-05
671416320,1.335e-05
688193536,1.335e-05
906297344,1.33e-05
923074560,1.335e-05
923074560,1.335e-05
1241841664,1.34e-05
1241841664,1.35e-05
1241841664,1.335e-05
1443168256,1.34e-05
1443168256,1.34e-05
1443168256,1.323e-05
1728380928,1.34e-05
1728380928,1.34e-05
1728380928,1.34e-05
1929707520,1.34e-05
1929707520,1.35e-05
1929707520,1.31e-05
2231697408,1.335e-05
2231697408,1.33e-05
2231697408,1.323e-05
2533687296,1.33e-05
2533687296,1.34e-05
2533687296,1.335e-05
2735013888,1.35e-05
2735013888,1.34e-05
2735013888,1.35e-05
2969894912,1.34e-05
2969894912,1.33e-05
2969894912,1.34e-05
3221553152,1.32e-05
3221553152,1.323e-05
3221553152,1.34e-05
3439656960,1.34e-05
3439656960,1.335e-05
3439656960,1.335e-05
-502923264,1.34e-05
-502923264,1.323e-05
-502923264,1.335e-05
-284819456,1.335e-05
-284819456,1.335e-05
-284819456,1.335e-05
-49938432,1.335e-05
-49938432,1.335e-05
-49938432,1.33e-05
151388160,1.335e-05
151388160,1.34e-05
151388160,1.335e-05
637927424,1.323e-05
654704640,1.335e-05
654704640,1.34e-05
939917312,1.335e-05
939917312,1.34e-05
939917312,1.335e-05
1141243904,1.323e-05
1158021120,1.32e-05
1158021120,1.34e-05
1476788224,1.335e-05
1476788224,1.34e-05
1476788224,1.32e-05
1711669248,1.335e-05
1711669248,1.335e-05
1711669248,1.34e-05
1996881920,1.335e-05
1996881920,1.323e-05
1996881920,1.33e-05
2248540160,1.34e-05
2248540160,1.33e-05
2248540160,1.335e-05
2483421184,1.335e-05
2483421184,1.34e-05
2483421184,1.335e-05
2701524992,1.323e-05
2701524992,1.335e-05
2701524992,1.34e-05
2919628800,1.33e-05
2919628800,1.323e-05
2919628800,1.335e-05
3238395904,1.32e-05
3238395904,1.35e-05
3238395904,1.34e-05
-821624832,1.335e-05
-821624832,1.33e-05
-821624832,1.335e-05
-553189376,1.34e-05
-553189376,1.335e-05
-553189376,1.335e-05
-351862784,1.335e-05
-351862784,1.33e-05
-351862784,1.33e-05
-66650112,1.34e-05
-66650112,1.335e-05
-66650112,1.34e-05
235339776,1.335e-05
235339776,1.335e-05
235339776,1.34e-05
436666368,1.34e-05
436666368,1.335e-05
436666368,1.335e-05
671547392,1.335e-05
671547392,1.335e-05
671547392,1.335e-05
889651200,1.335e-05
889651200,1.335e-05
889651200,1.335e-05
1174863872,1.335e-05
1174863872,1.335e-05
1174863872,1.335e-05
1426522112,1.323e-05
1426522112,1.32e-05
1426522112,1.34e-05
1678180352,1.33e-05
1678180352,1.335e-05
1678180352,1.35e-05
1963393024,1.33e-05
1963393024,1.32e-05
1963393024,1.335e-05
2181496832,1.335e-05
2181496832,1.34e-05
2181496832,1.335e-05
2416377856,1.32e-05
2416377856,1.33e-05
2416377856,1.335e-05
2701590528,1.32e-05
2701590528,1.34e-05
2701590528,1.34e-05
2902917120,1.35e-05
2902917120,1.335e-05
2902917120,1.33e-05
3204907008,1.323e-05
3204907008,1.32e-05
3204907008,1.335e-05
3439788032,1.335e-05
3439788032,1.33e-05
3439788032,1.35e-05
-553123840,1.35e-05
-553123840,1.335e-05
-553123840,1.335e-05
-284688384,1.335e-05
-284688384,1.34e-05
-284688384,1.335e-05
-49807360,1.34e-05
-49807360,1.335e-05
-49807360,1.335e-05
168296448,1.335e-05
168296448,1.34e-05
168296448,1.33e-05
403177472,1.335e-05
403177472,1.335e-05
403177472,1.323e-05
688390144,1.34e-05
688390144,1.33e-05
688390144,1.335e-05
889716736,1.34e-05
889716736,1.34e-05
889716736,1.335e-05
1141374976,1.34e-05
1141374976,1.335e-05
1141374976,1.335e-05
1426587648,1.34e-05
1426587648,1.34e-05
1426587648,1.335e-05
1644691456,1.34e-05
1644691456,1.34e-05
1644691456,1.323e-05
1913126912,1.33e-05
1913126912,1.33e-05
1913126912,1.335e-05
2164785152,1.34e-05
2164785152,1.335e-05
2164785152,1.32e-05
2382888960,1.33e-05
2382888960,1.335e-05
2382888960,1.335e-05
2684878848,1.34e-05
2684878848,1.335e-05
2684878848,1.323e-05
2919759872,1.33e-05
2919759872,1.33e-05
2919759872,1.335e-05
3137863680,1.34e-05
3137863680,1.335e-05
3137863680,1.335e-05
-838270976,1.33e-05
-838270976,1.323e-05
-838270976,1.335e-05
-620167168,1.335e-05
-620167168,1.34e-05
-620167168,1.33e-05
-402063360,1.33e-05
-402063360,1.335e-05
-402063360,1.335e-05
-32964608,1.335e-05
-32964608,1.335e-05
-32964608,1.335e-05
101253120,1.33e-05
101253120,1.33e-05
118030336,1.34e-05
386465792,1.323e-05
386465792,1.335e-05
386465792,1.34e-05
587792384,1.34e-05
604569600,1.335e-05
604569600,1.335e-05
839450624,1.31e-05
856227840,1.32e-05
856227840,1.34e-05
1158217728,1.335e-05
1158217728,1.32e-05
1158217728,1.335e-05
1376321536,1.323e-05
1376321536,1.323e-05
1376321536,1.335e-05
1594425344,1.335e-05
1611202560,1.34e-05
1611202560,1.335e-05
1896415232,1.34e-05
1896415232,1.335e-05
1896415232,1.33e-05
2164850688,1.34e-05
2164850688,1.335e-05
2164850688,1.33e-05
2399731712,1.335e-05
2399731712,1.34e-05
2399731712,1.34e-05
2617835520,1.335e-05
2617835520,1.33e-05
2617835520,1.335e-05
2936602624,1.33e-05
2936602624,1.33e-05
2936602624,1.34e-05
3171483648,1.34e-05
3171483648,1.35e-05
3171483648,1.32e-05
3406364672,1.335e-05
3406364672,1.335e-05
3406364672,1.335e-05
-670433280,1.335e-05
-670433280,1.335e-05
-670433280,1.335e-05
-385220608,1.35e-05
-385220608,1.335e-05
-385220608,1.335e-05
-167116800,1.34e-05
-167116800,1.34e-05
-167116800,1.34e-05
134873088,1.335e-05
134873088,1.35e-05
134873088,1.34e-05
403308544,1.34e-05
403308544,1.335e-05
403308544,1.32e-05
638189568,1.34e-05
638189568,1.34e-05
638189568,1.335e-05
873070592,1.34e-05
873070592,1.35e-05
873070592,1.323e-05
1124728832,1.335e-05
1124728832,1.335e-05
1124728832,1.323e-05
1393164288,1.335e-05
1393164288,1.34e-05
1393164288,1.335e-05
1611268096,1.335e-05
1611268096,1.335e-05
1611268096,1.34e-05
1846149120,1.34e-05
1846149120,1.335e-05
1846149120,1.335e-05
2148139008,1.335e-05
2148139008,1.335e-05
2148139008,1.335e-05
2383020032,1.32e-05
2383020032,1.323e-05
2383020032,1.335e-05
2601123840,1.335e-05
2601123840,1.335e-05
2601123840,1.34e-05
2886336512,1.335e-05
2886336512,1.33e-05
2886336512,1.34e-05
3087663104,1.335e-05
3104440320,1.33e-05
3104440320,1.335e-05
3389652992,1.33e-05
3389652992,1.335e-05
3389652992,1.335e-05
-653590528,1.335e-05
-653590528,1.335e-05
-653590528,1.35e-05
-401932288,1.33e-05
-401932288,1.335e-05
-401932288,1.335e-05
-133496832,1.33e-05
-133496832,1.33e-05
-133496832,1.335e-05
101384192,1.32e-05
101384192,1.33e-05
101384192,1.35e-05
806027264,1.33e-05
822804480,1.33e-05
822804480,1.35e-05
1124794368,1.34e-05
1124794368,1.335e-05
1124794368,1.323e-05
1326120960,1.335e-05
1326120960,1.34e-05
1326120960,1.32e-05
1594556416,1.35e-05
1594556416,1.335e-05
1594556416,1.33e-05
1946877952,1.34e-05
1946877952,1.335e-05
1946877952,1.35e-05
2114650112,1.335e-05
2114650112,1.323e-05
2114650112,1.335e-05
2315976704,1.35e-05
2332753920,1.335e-05
2332753920,1.323e-05
2601189376,1.34e-05
2601189376,1.34e-05
2601189376,1.335e-05
2886402048,1.34e-05
2886402048,1.335e-05
2886402048,1.33e-05
3154837504,1.335e-05
3154837504,1.34e-05
3154837504,1.335e-05
3372941312,1.31e-05
3372941312,1.32e-05
3372941312,1.34e-05
-703856640,1.34e-05
-703856640,1.35e-05
-703856640,1.34e-05
-418643968,1.35e-05
-418643968,1.34e-05
-418643968,1.34e-05
-133431296,1.34e-05
-133431296,1.335e-05
-133431296,1.335e-05
101449728,1.323e-05
101449728,1.323e-05
101449728,1.34e-05
369885184,1.34e-05
369885184,1.335e-05
369885184,1.335e-05
604766208,1.34e-05
604766208,1.34e-05
604766208,1.33e-05
806092800,1.323e-05
806092800,1.33e-05
806092800,1.335e-05
1057751040,1.32e-05
1057751040,1.32e-05
1057751040,1.34e-05
1342963712,1.34e-05
1342963712,1.33e-05
1342963712,1.335e-05
1544290304,1.335e-05
1561067520,1.335e-05
1561067520,1.335e-05
1846280192,1.335e-05
1846280192,1.33e-05
1846280192,1.34e-05
2081161216,1.335e-05
2081161216,1.335e-05
2081161216,1.323e-05
2383151104,1.323e-05
2383151104,1.323e-05
2383151104,1.335e-05
2634809344,1.34e-05
2634809344,1.335e-05
2634809344,1.33e-05
2869690368,1.33e-05
2869690368,1.34e-05
2869690368,1.34e-05
3104571392,1.323e-05
3104571392,1.335e-05
3104571392,1.34e-05
3322675200,1.335e-05
3322675200,1.335e-05
3322675200,1.32e-05
-670236672,1.34e-05
-670236672,1.34e-05
-670236672,1.335e-05
-418578432,1.35e-05
-418578432,1.335e-05
-418578432,1.335e-05
-166920192,1.335e-05
-166920192,1.33e-05
-166920192,1.335e-05
34406400,1.335e-05
34406400,1.34e-05
34406400,1.32e-05
319619072,1.34e-05
319619072,1.35e-05
319619072,1.34e-05
571277312,1.32e-05
571277312,1.323e-05
571277312,1.34e-05
856489984,1.33e-05
856489984,1.32e-05
856489984,1.34e-05
1057816576,1.34e-05
1057816576,1.335e-05
1057816576,1.335e-05
1292697600,1.32e-05
1292697600,1.32e-05
1292697600,1.34e-05
1594687488,1.33e-05
1594687488,1.33e-05
1594687488,1.335e-05
1863122944,1.335e-05
1863122944,1.335e-05
1863122944,1.335e-05
2098003968,1.34e-05
2098003968,1.35e-05
2098003968,1.335e-05
2349662208,1.32e-05
2349662208,1.34e-05
2349662208,1.33e-05
2601320448,1.32e-05
2601320448,1.335e-05
2601320448,1.34e-05
2802647040,1.34e-05
2802647040,1.335e-05
2802647040,1.34e-05
3054305280,1.335e-05
3054305280,1.335e-05
3054305280,1.35e-05
3339517952,1.335e-05
3339517952,1.34e-05
3339517952,1.335e-05
-754057216,1.33e-05
-737280000,1.34e-05
-737280000,1.335e-05
-435290112,1.323e-05
-435290112,1.323e-05
-435290112,1.335e-05
-200409088,1.335e-05
-200409088,1.33e-05
-200409088,1.335e-05
51249152,1.33e-05
51249152,1.33e-05
51249152,1.32e-05
269352960,1.335e-05
269352960,1.335e-05
269352960,1.33e-05
537788416,1.335e-05
537788416,1.335e-05
537788416,1.32e-05
772669440,1.335e-05
772669440,1.335e-05
772669440,1.34e-05
1074659328,1.34e-05
1074659328,1.34e-05
1074659328,1.35e-05
1393426432,1.335e-05
1393426432,1.335e-05
1393426432,1.335e-05
1527644160,1.335e-05
1527644160,1.34e-05
1544421376,1.35e-05
1829634048,1.323e-05
1829634048,1.335e-05
1829634048,1.34e-05
2098069504,1.33e-05
2098069504,1.335e-05
2098069504,1.335e-05
2332950528,1.335e-05
2332950528,1.33e-05
2332950528,1.335e-05
2534277120,1.335e-05
2534277120,1.335e-05
2534277120,1.323e-05
2819489792,1.335e-05
2819489792,1.335e-05
2819489792,1.335e-05
3037593600,1.335e-05
3037593600,1.33e-05
3037593600,1.335e-05
3339583488,1.335e-05
3339583488,1.335e-05
3339583488,1.323e-05
-737214464,1.35e-05
-737214464,1.335e-05
-737214464,1.335e-05
-485556224,1.335e-05
-485556224,1.33e-05
-485556224,1.323e-05
-267452416,1.35e-05
-267452416,1.323e-05
-267452416,1.34e-05
-15794176,1.335e-05
983040,1.33e-05
983040,1.33e-05
353304576,1.335e-05
353304576,1.335e-05
353304576,1.34e-05
571408384,1.33e-05
571408384,1.33e-05
571408384,1.335e-05
823066624,1.335e-05
823066624,1.335e-05
823066624,1.33e-05
1091502080,1.33e-05
1091502080,1.33e-05
1091502080,1.34e-05
1292828672,1.33e-05
1292828672,1.335e-05
1292828672,1.34e-05
1494155264,1.33e-05
1510932480,1.35e-05
1510932480,1.335e-05
1779367936,1.34e-05
1779367936,1.335e-05
1779367936,1.335e-05
1997471744,1.323e-05
2014248960,1.33e-05
2014248960,1.335e-05
2333016064,1.335e-05
2333016064,1.335e-05
2333016064,1.32e-05
2567897088,1.32e-05
2567897088,1.335e-05
2567897088,1.35e-05
2836332544,1.34e-05
2836332544,1.335e-05
2836332544,1.323e-05
3071213568,1.33e-05
3071213568,1.335e-05
3071213568,1.335e-05
3322871808,1.33e-05
3322871808,1.335e-05
3322871808,1.335e-05
-703594496,1.31e-05
-703594496,1.32e-05
-703594496,1.34e-05
-485490688,1.323e-05
-485490688,1.33e-05
-485490688,1.33e-05
-267386880,1.335e-05
-267386880,1.34e-05
-267386880,1.32e-05
51380224,1.35e-05
51380224,1.335e-05
51380224,1.323e-05
252706816,1.335e-05
252706816,1.34e-05
252706816,1.34e-05
722468864,1.33e-05
739246080,1.35e-05
739246080,1.335e-05
1024458752,1.335e-05
1024458752,1.34e-05
1024458752,1.323e-05
1225785344,1.34e-05
1242562560,1.34e-05
1242562560,1.335e-05
1561329664,1.34e-05
1561329664,1.335e-05
1561329664,1.33e-05
1796210688,1.323e-05
1796210688,1.323e-05
1796210688,1.34e-05
1997537280,1.33e-05
1997537280,1.323e-05
1997537280,1.335e-05
2249195520,1.335e-05
2249195520,1.335e-05
2249195520,1.335e-05
2484076544,1.323e-05
2500853760,1.32e-05
2500853760,1.335e-05
2802843648,1.34e-05
2802843648,1.34e-05
2802843648,1.35e-05
3071279104,1.335e-05
3071279104,1.35e-05
3071279104,1.335e-05
3289382912,1.33e-05
3289382912,1.32e-05
3289382912,1.33e-05
-787415040,1.34e-05
-787415040,1.34e-05
-787415040,1.335e-05
-502202368,1.335e-05
-502202368,1.34e-05
-502202368,1.323e-05
-300875776,1.34e-05
-284098560,1.33e-05
-284098560,1.323e-05
34668544,1.34e-05
34668544,1.34e-05
34668544,1.31e-05
235995136,1.323e-05
235995136,1.335e-05
235995136,1.335e-05
470876160,1.34e-05
470876160,1.335e-05
470876160,1.335e-05
823197696,1.34e-05
823197696,1.335e-05
823197696,1.34e-05
1024524288,1.33e-05
1024524288,1.323e-05
1024524288,1.34e-05
1309736960,1.34e-05
1309736960,1.33e-05
1309736960,1.335e-05
1527840768,1.34e-05
1527840768,1.33e-05
1527840768,1.335e-05
1796276224,1.33e-05
1796276224,1.33e-05
1796276224,1.34e-05
2031157248,1.335e-05
2031157248,1.335e-05
2031157248,1.335e-05
2299592704,1.335e-05
2299592704,1.335e-05
2299592704,1.33e-05
2534473728,1.35e-05
2534473728,1.34e-05
2534473728,1.335e-05
2735800320,1.34e-05
2735800320,1.35e-05
2735800320,1.33e-05
3021012992,1.34e-05
3021012992,1.335e-05
3021012992,1.353e-05
3239116800,1.33e-05
3239116800,1.335e-05
3239116800,1.34e-05
-753795072,1.335e-05
-753795072,1.335e-05
-753795072,1.33e-05
-485359616,1.35e-05
-485359616,1.335e-05
-485359616,1.323e-05
-250478592,1.33e-05
-250478592,1.33e-05
-250478592,1.335e-05
1179648,1.335e-05
1179648,1.34e-05
1179648,1.33e-05
236060672,1.335e-05
236060672,1.34e-05
236060672,1.335e-05
454164480,1.335e-05
454164480,1.33e-05
454164480,1.34e-05
823263232,1.335e-05
823263232,1.335e-05
823263232,1.33e-05
991035392,1.34e-05
991035392,1.33e-05
991035392,1.323e-05
1192361984,1.33e-05
1209139200,1.335e-05
1209139200,1.335e-05
1511129088,1.323e-05
1511129088,1.33e-05
1511129088,1.33e-05
1729232896,1.33e-05
1729232896,1.335e-05
1729232896,1.34e-05
2014445568,1.335e-05
2014445568,1.335e-05
2014445568,1.33e-05
2215772160,1.32e-05
2215772160,1.34e-05
2215772160,1.335e-05
2484207616,1.323e-05
2484207616,1.323e-05
2484207616,1.335e-05
2802974720,1.335e-05
2802974720,1.33e-05
2802974720,1.34e-05
3021078528,1.32e-05
3021078528,1.335e-05
3021078528,1.34e-05
3323068416,1.335e-05
3323068416,1.335e-05
3323068416,1.33e-05
-770506752,1.33e-05
-770506752,1.33e-05
-770506752,1.335e-05
-535625728,1.32e-05
-535625728,1.33e-05
-535625728,1.335e-05
-334299136,1.323e-05
-317521920,1.33e-05
-317521920,1.34e-05
-65863680,1.33e-05
-65863680,1.323e-05
-65863680,1.34e-05
252903424,1.335e-05
252903424,1.34e-05
252903424,1.33e-05
471007232,1.33e-05
471007232,1.32e-05
471007232,1.33e-05
689111040,1.34e-05
689111040,1.33e-05
689111040,1.323e-05
957546496,1.33e-05
957546496,1.335e-05
957546496,1.33e-05
1209204736,1.34e-05
1209204736,1.335e-05
1209204736,1.34e-05
1527971840,1.35e-05
1527971840,1.335e-05
1527971840,1.34e-05
1746075648,1.335e-05
1746075648,1.335e-05
1746075648,1.32e-05
2014511104,1.335e-05
2014511104,1.34e-05
2014511104,1.34e-05
2232614912,1.335e-05
2232614912,1.34e-05
2232614912,1.33e-05
2450718720,1.34e-05
2450718720,1.34e-05
2450718720,1.335e-05
2786263040,1.33e-05
2786263040,1.335e-05
2786263040,1.34e-05
3037921280,1.323e-05
3037921280,1.323e-05
3037921280,1.34e-05
3323133952,1.34e-05
3323133952,1.335e-05
3323133952,1.335e-05
-837550080,1.323e-05
-837550080,1.33e-05
-820772864,1.34e-05
-569114624,1.34e-05
-569114624,1.34e-05
-569114624,1.34e-05
-283901952,1.335e-05
-283901952,1.323e-05
-283901952,1.335e-05
-82575360,1.335e-05
-82575360,1.34e-05
-82575360,1.323e-05
169082880,1.335e-05
169082880,1.34e-05
169082880,1.335e-05
521404416,1.335e-05
521404416,1.33e-05
521404416,1.34e-05
722731008,1.335e-05
722731008,1.323e-05
722731008,1.335e-05
1007943680,1.323e-05
1007943680,1.335e-05
1007943680,1.335e-05
1242824704,1.335e-05
1242824704,1.34e-05
1242824704,1.335e-05
1410596864,1.35e-05
1410596864,1.33e-05
1410596864,1.34e-05
1729363968,1.335e-05
1729363968,1.335e-05
1729363968,1.33e-05
1964244992,1.323e-05
1964244992,1.33e-05
1964244992,1.335e-05
2182348800,1.34e-05
2182348800,1.33e-05
2182348800,1.323e-05
2501115904,1.33e-05
2501115904,1.34e-05
2501115904,1.34e-05
2735996928,1.335e-05
2735996928,1.335e-05
2735996928,1.335e-05
2937323520,1.323e-05
2937323520,1.323e-05
2937323520,1.335e-05
3222536192,1.33e-05
3222536192,1.33e-05
3222536192,1.335e-05
-803930112,1.34e-05
-803930112,1.335e-05
-803930112,1.335e-05
-602603520,1.33e-05
-602603520,1.31e-05
-602603520,1.335e-05
-300613632,1.335e-05
-300613632,1.335e-05
-300613632,1.335e-05
-99287040,1.323e-05
-99287040,1.33e-05
-99287040,1.35e-05
236257280,1.33e-05
672464896,1.34e-05
672464896,1.33e-05
672464896,1.335e-05
991232000,1.32e-05
991232000,1.32e-05
991232000,1.33e-05
1209335808,1.33e-05
1209335808,1.34e-05
1209335808,1.335e-05
1494548480,1.323e-05
1494548480,1.34e-05
1494548480,1.335e-05
1746206720,1.35e-05
1746206720,1.335e-05
1746206720,1.34e-05
1964310528,1.335e-05
1964310528,1.34e-05
1964310528,1.34e-05
2249523200,1.335e-05
2249523200,1.32e-05
2249523200,1.335e-05
2450849792,1.323e-05
2450849792,1.33e-05
2450849792,1.34e-05
2652176384,1.323e-05
2668953600,1.335e-05
2668953600,1.323e-05
2937389056,1.34e-05
2937389056,1.335e-05
2937389056,1.32e-05
3172270080,1.34e-05
3172270080,1.335e-05
3172270080,1.34e-05
-820641792,1.32e-05
-820641792,1.31e-05
-820641792,1.33e-05
-585760768,1.34e-05
-585760768,1.335e-05
-585760768,1.34e-05
-334102528,1.34e-05
-334102528,1.34e-05
-334102528,1.34e-05
-115998720,1.34e-05
-115998720,1.33e-05
-115998720,1.335e-05
202768384,1.35e-05
202768384,1.335e-05
202768384,1.33e-05
420872192,1.335e-05
420872192,1.33e-05
420872192,1.34e-05
689307648,1.335e-05
689307648,1.34e-05
689307648,1.335e-05
957743104,1.34e-05
957743104,1.335e-05
957743104,1.335e-05
1192624128,1.335e-05
1192624128,1.33e-05
1192624128,1.335e-05
1393950720,1.335e-05
1393950720,1.34e-05
1393950720,1.33e-05
1679163392,1.32e-05
1679163392,1.33e-05
1679163392,1.335e-05
1897267200,1.34e-05
1897267200,1.33e-05
1897267200,1.335e-05
2199257088,1.335e-05
2199257088,1.34e-05
2199257088,1.35e-05
2484469760,1.335e-05
2484469760,1.34e-05
2484469760,1.323e-05
2685796352,1.323e-05
2685796352,1.335e-05
2685796352,1.335e-05
2954231808,1.335e-05
2954231808,1.335e-05
2954231808,1.34e-05
3155558400,1.335e-05
3155558400,1.33e-05
3155558400,1.33e-05
-837353472,1.34e-05
-837353472,1.34e-05
-837353472,1.34e-05
-602472448,1.323e-05
-602472448,1.33e-05
-602472448,1.34e-05
-334036992,1.335e-05
-334036992,1.34e-05
-334036992,1.34e-05
-132710400,1.34e-05
-132710400,1.33e-05
-132710400,1.34e-05
219611136,1.335e-05
219611136,1.335e-05
219611136,1.34e-05
420937728,1.335e-05
420937728,1.35e-05
420937728,1.335e-05
622264320,1.33e-05
622264320,1.335e-05
622264320,1.35e-05
924254208,1.335e-05
924254208,1.34e-05
924254208,1.323e-05
1159135232,1.34e-05
1159135232,1.335e-05
1159135232,1.32e-05
1394016256,1.35e-05
1394016256,1.335e-05
1394016256,1.33e-05
1679228928,1.33e-05
1679228928,1.335e-05
