1AA4A817-2392-34F8-E585-750D42354359_time (s),1AA4A817-2392-34F8-E585-750D42354359_raw_resistance,1AA4A817-2392-34F8-E585-750D42354359_calibrated_angle
0.0,12.213054656982422,68.4639500715432
0.02,12.213054656982422,68.4639500715432
0.044,12.50618839263916,77.97647484586588
0.064,12.65384578704834,82.76812606704789
0.084,12.727950096130371,85.1728955980866
0.104,13.026217460632324,94.85201249618132
0.124,13.101249694824219,97.28689425765475
0.144,13.403265953063965,107.0876670425315
0.164,13.403265953063965,107.0876670425315
0.184,13.176470756530762,99.72790368780869
0.204,13.327478408813477,104.62827460633622
0.224,13.555415153503418,112.02508250353634
0.244,13.78508186340332,119.47802974915226
0.267,13.78508186340332,119.47802974915226
0.287,14.016497611999512,126.98773529961642
0.307,14.32780647277832,137.09006365834318
0.327,14.80077075958252,152.4382953639673
0.347,14.80077075958252,152.4382953639673
0.367,15.039999961853027,160.20155641695123
0.391,15.524057388305664,175.909773183641
0.411,15.524057388305664,175.909773183641
0.431,15.60546875,178.55166492392016
0.451,16.098424911499023,194.5486558141315
0.471,16.26447296142578,199.93710482740335
0.491,16.431398391723633,205.35402583656423
0.511,16.34782600402832,202.64200633249766
0.531,16.431398391723633,205.35402583656423
0.551,16.34782600402832,202.64200633249766
0.571,16.26447296142578,199.93710482740335
0.591,16.015727996826172,191.8650464103107
0.611,15.60546875,178.55166492392016
0.631,15.768929481506348,183.85615249714124
0.651,15.60546875,178.55166492392016
0.673,15.442856788635254,173.27472091193948
0.693,15.120155334472656,162.80268987615892
0.713,15.281087875366211,168.02513477426953
0.733,14.80077075958252,152.4382953639673
0.753,15.039999961853027,160.20155641695123
0.773,15.039999961853027,160.20155641695123
0.793,14.721437454223633,149.86383892699467
0.813,14.32780647277832,137.09006365834318
0.833,14.24968147277832,134.5548181113611
0.853,13.939163208007812,124.47814549675604
0.873,13.6317777633667,114.50313647616753
0.893,13.403265953063965,107.0876670425315
0.916,13.403265953063965,107.0876670425315
0.936,13.176470756530762,99.72790368780869
0.956,12.876712799072266,90.00041534452441
0.976,12.727950096130371,85.1728955980866
1.0,12.213054656982422,68.4639500715432
1.02,12.432632446289062,75.58950031225777
1.04,12.213054656982422,68.4639500715432
1.06,12.213054656982422,68.4639500715432
1.08,12.359259605407715,73.20846776040037
1.1,12.286067008972168,70.83328434682886
1.123,12.432632446289062,75.58950031225777
1.143,12.951371192932129,92.4231655599234
1.163,13.176470756530762,99.72790368780869
1.185,13.403265953063965,107.0876670425315
1.205,13.708333015441895,116.98744190876562
1.225,14.094027519226074,129.50366940590857
1.245,14.17175579071045,132.0260406590973
1.265,14.563380241394043,144.73470171106368
1.285,14.721437454223633,149.86383892699467
1.305,15.200517654418945,165.4105390126578
1.325,15.120155334472656,162.80268987615892
1.345,15.687092781066895,181.20045802842026
1.365,16.18134117126465,197.23938321692458
1.385,16.34782600402832,202.64200633249766
1.405,16.18134117126465,197.23938321692458
1.425,16.51519203186035,208.07322523524624
1.445,16.683443069458008,213.53316371645667
1.465,17.193592071533203,230.08808193480513
1.485,16.9375,221.77760149996402
1.505,17.27941131591797,232.8730145066047
1.525,17.27941131591797,232.8730145066047
